age,education,balance,day,month,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,contact_telephone,contact_nan,poutcome_other,poutcome_success,poutcome_nan,marital_married,marital_single,default_yes,housing_yes,loan_yes,subscribed_yes,total_contact
31,0.333333333,695,3,3,314,0,318,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
34,0.333333333,-60,3,3,84,0,332,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.618782765
38,0.333333333,275,3,3,277,0.693147181,333,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
56,0.333333333,3948,3,3,484,0,135,0.916290732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.925580779
39,0.333333333,517,3,3,240,0,136,1.252762968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.160020917
56,0.333333333,283,20,3,89,1.098612289,341,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.049655444
57,0.666666667,3082,20,3,267,0.693147181,294,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1.049655444
46,0,292,20,3,386,0.693147181,234,1.098612289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.160020917
40,0.333333333,169,20,3,214,0,346,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
34,0.666666667,8038,20,3,29,1.098612289,152,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
31,0,71,20,3,185,1.098612289,336,1.386294361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.432700734
43,0.333333333,101,20,3,131,0.693147181,349,0.916290732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
27,0.333333333,2784,20,3,153,0,328,0.405465108,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.618782765
53,0.333333333,225,20,3,304,0,340,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
34,0.333333333,550,20,3,90,1.098612289,346,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
33,0.333333333,2502,20,3,285,0,270,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
51,0,14,20,3,233,0.693147181,329,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
50,0.666666667,221,20,3,319,0.693147181,340,0.405465108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
34,0,1217,20,3,142,0.693147181,328,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
43,0.333333333,266,20,3,79,0,152,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.618782765
35,0.666666667,122,20,3,49,1.609437912,328,1.252762968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.509249185
42,0.666666667,72,20,3,124,0.693147181,348,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
45,0.333333333,497,20,3,72,0,321,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
31,0.666666667,635,20,3,37,0,320,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
35,0.333333333,360,20,3,24,0,152,0.916290732,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.925580779
35,0.333333333,1345,20,3,163,0,271,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
39,0.333333333,2299,20,3,450,0,271,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
48,0,0,20,3,90,0.693147181,259,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
33,0.333333333,15341,20,3,335,0,334,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.925580779
33,0.333333333,285,1,3,427,0,329,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.618782765
37,0.333333333,1180,1,3,786,0,135,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.618782765
32,0.666666667,1743,1,3,1156,0,261,0.916290732,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.925580779
35,0.333333333,0,1,3,295,0,303,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.618782765
49,0,686,1,3,286,0.693147181,225,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.160020917
33,0.333333333,3576,2,3,124,0,308,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.783901544
35,0.666666667,1250,2,3,361,0,136,0.405465108,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.618782765
35,0.333333333,2643,2,3,96,1.098612289,330,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.925580779
35,0.666666667,1473,20,3,17,1.791759469,322,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.509249185
46,0.333333333,168,20,3,255,0,336,1.098612289,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.049655444
34,0.666666667,5452,20,3,96,0,245,1.252762968,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.160020917
30,0.333333333,4867,20,3,8,1.791759469,306,0.916290732,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1.432700734
33,0.333333333,6,20,3,386,0,349,0.916290732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.925580779
43,0.333333333,1220,20,3,349,0.693147181,339,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.783901544
35,0.666666667,1422,20,3,28,1.945910149,272,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1.509249185
36,0.333333333,-53,20,3,9,1.609437912,322,1.609437912,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.708981543
30,0.666666667,63,20,3,260,0,320,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.618782765
35,0.666666667,262,20,3,690,0.693147181,335,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.160020917
31,0.333333333,1664,20,3,158,0,182,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.618782765
38,0.333333333,5000,4,11,720,1.609437912,536,1.252762968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.509249185
31,0.333333333,389,7,11,69,0,185,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
42,0.666666667,144,7,11,143,0,283,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.925580779
32,0.333333333,8626,7,11,200,0,196,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.783901544
57,0,698,9,11,135,1.098612289,191,0.693147181,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.049655444
22,0.666666667,1258,10,11,182,0,156,0.405465108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.618782765
45,0.666666667,1788,10,11,364,0,191,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049655444
40,0.666666667,3797,14,11,263,0,195,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.783901544
35,0.666666667,3402,14,11,269,0,194,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
64,0,67,14,11,86,0.693147181,111,0.405465108,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.783901544
43,0.333333333,775,16,11,325,0,124,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
46,0.666666667,0,17,11,155,0,199,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
47,0.333333333,0,17,11,97,0,231,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
56,0.333333333,393,17,11,103,0,206,0.405465108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.618782765
52,0.333333333,195,17,11,110,0.693147181,205,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
31,0.666666667,596,17,11,184,1.791759469,196,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.349803253
29,0.333333333,399,18,11,454,1.791759469,199,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.259407511
44,0.333333333,1025,21,11,116,0.693147181,202,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
40,0.333333333,782,21,11,94,1.609437912,202,2.251291799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.142807501
49,0.333333333,905,21,11,385,1.945910149,131,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.432700734
48,0.333333333,1559,24,11,520,1.098612289,133,0.916290732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.160020917
59,0.666666667,2764,24,11,237,0,206,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
49,0.333333333,3570,24,11,62,1.098612289,202,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049655444
32,0.666666667,623,24,11,273,0,203,0.405465108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.618782765
47,0.333333333,3519,28,11,193,0,220,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.618782765
35,0.666666667,7546,28,11,137,0,122,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
36,0.666666667,629,29,11,109,0,246,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
30,0.666666667,2907,30,11,146,0.693147181,218,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
40,0.333333333,3126,30,11,110,1.098612289,232,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
33,0.666666667,1071,2,1,84,0.693147181,174,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.160020917
36,0.333333333,265,2,1,88,0,273,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.618782765
53,0.333333333,660,2,1,210,0,272,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
44,0.333333333,294,2,1,246,0,259,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
31,0.666666667,1130,2,1,181,0,264,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
46,0.333333333,363,2,1,346,0,180,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
47,0.333333333,349,2,1,112,0,273,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
37,0,89,2,1,393,0,245,1.098612289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
32,0.333333333,1,2,1,75,0,208,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.618782765
46,0.333333333,-179,2,1,151,0,214,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783901544
47,0.333333333,129,2,1,110,0.693147181,222,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925580779
38,0.333333333,757,2,1,133,0,272,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
56,0.333333333,218,2,1,113,0.693147181,249,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925580779
37,0.333333333,520,2,1,54,0,255,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
55,0.333333333,5,2,1,269,0,206,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
45,0.333333333,1097,2,1,174,0,208,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
39,0.333333333,0,2,1,731,0,193,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.925580779
52,0.333333333,279,2,1,72,0,203,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.925580779
36,0,367,2,1,217,0,221,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.618782765
39,0.666666667,1222,2,1,251,0,242,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
53,0.666666667,451,2,1,125,0,249,0.693147181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
26,0.333333333,3244,2,1,141,0,5,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.618782765
51,0.333333333,1490,2,1,177,0,199,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
47,0.333333333,207,2,1,244,0,271,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.049655444
49,0.333333333,-367,2,1,98,0,207,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
37,0.333333333,506,2,1,446,0.693147181,273,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
40,0.333333333,123,2,1,247,0,241,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
45,0.666666667,430,2,1,221,0,206,0.693147181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
48,0.333333333,578,2,1,70,0,250,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
45,0,221,2,1,93,0,235,0.405465108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618782765
58,0.333333333,1103,2,1,226,0,202,1.098612289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.049655444
60,0.333333333,358,2,1,95,0,216,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
40,0.666666667,97,2,1,73,0,252,0.405465108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.618782765
36,0.333333333,-94,2,1,185,0,252,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
54,0.333333333,514,2,1,109,0,186,0.916290732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
40,0.333333333,507,2,1,134,0,266,1.504077397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.349803253
39,0.333333333,614,2,1,166,0,258,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
31,0.333333333,44,2,1,200,1.609437912,175,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.259407511
32,0.333333333,289,2,1,63,0,257,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
47,0.333333333,583,2,1,495,0,258,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
34,0.333333333,-271,2,1,90,0,252,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
38,0.333333333,304,2,1,238,0,214,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.618782765
38,0.666666667,447,2,1,224,0,269,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
40,0,407,2,1,200,0,271,0.405465108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
56,0.333333333,778,2,1,315,0.693147181,208,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
36,0.333333333,533,2,1,619,0,272,0.405465108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
56,0.333333333,659,2,1,148,0,188,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
37,0.333333333,174,2,1,134,0,271,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
53,0.333333333,478,2,1,66,0,264,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
45,0.333333333,-75,2,1,134,0,252,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
48,0.333333333,51,2,1,90,0,262,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
47,0.333333333,15,2,1,71,0,266,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.049655444
53,0,798,2,1,45,0,217,0.693147181,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.783901544
54,0.333333333,534,2,1,165,0,188,1.098612289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
38,0.333333333,-196,2,1,60,0,271,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
54,0.333333333,719,2,1,242,0,264,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
31,0.333333333,442,2,1,69,0,270,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
42,0.666666667,336,2,1,142,1.791759469,195,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.432700734
38,0.333333333,8876,2,1,280,0,75,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.618782765
31,0.666666667,5,2,1,75,0,206,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.618782765
26,0.666666667,0,2,1,145,0,199,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.618782765
37,0.333333333,10,2,1,164,0,250,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.783901544
38,0.333333333,290,2,1,123,0,258,0.405465108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
55,0,621,2,1,114,0,208,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.618782765
33,0.666666667,474,2,1,62,0,179,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
40,0.333333333,504,2,1,96,0,266,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
34,0.333333333,50,2,1,173,0,258,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
39,0.666666667,-145,2,1,268,0.693147181,196,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
